Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,2urvived,Embarked_1.0,Embarked_2.0,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teen,FamilySize,IsAlone,Fare_log
323,30.0,12.35,1,0,0,2,1,True,False,False,False,False,1,1,2.5915163848462583
324,22.0,29.0,1,1,1,2,1,False,True,False,False,False,3,0,3.4011973816621555
325,28.0,69.55,0,8,2,3,0,False,True,False,False,False,11,0,4.256321678298823
326,36.0,135.6333,1,0,0,1,1,False,False,False,False,False,1,1,4.91730069488021
327,61.0,6.2375,0,0,0,3,0,False,True,False,True,False,1,1,1.9792758428991135
328,36.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
329,31.0,20.525,1,1,1,3,1,False,True,False,False,False,3,0,3.0692150503137943
330,16.0,57.9792,1,0,1,1,1,False,False,False,False,True,2,0,4.077184839375167
331,28.0,23.25,1,2,0,3,1,True,False,False,False,False,3,0,3.188416617383492
332,45.5,28.5,0,0,0,1,0,False,True,False,False,False,1,1,3.3843902633457743
333,38.0,153.4625,0,0,1,1,0,False,True,False,False,False,2,0,5.039951348430309
334,16.0,18.0,0,2,0,3,0,False,True,False,False,True,3,0,2.9444389791664403
335,28.0,133.65,1,1,0,1,1,False,True,False,False,False,2,0,4.902678819257608
336,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
337,29.0,66.6,0,1,0,1,0,False,True,False,False,False,2,0,4.213607983048918
338,41.0,134.5,1,0,0,1,1,False,False,False,False,False,1,1,4.908971640319756
339,45.0,8.05,0,0,0,3,1,False,True,False,False,False,1,1,2.2027647577118348
340,45.0,35.5,0,0,0,1,0,False,True,False,False,False,1,1,3.597312260588446
341,2.0,26.0,0,1,1,2,1,False,True,True,False,False,3,0,3.295836866004329
342,24.0,263.0,1,3,2,1,1,False,True,False,False,False,6,0,5.575949103146316
343,28.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
344,25.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
345,36.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
346,24.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
347,40.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
348,28.0,16.1,1,1,0,3,1,False,True,False,False,False,2,0,2.8390784635086144
349,3.0,15.9,0,1,1,3,1,False,True,True,False,False,3,0,2.8273136219290276
350,42.0,8.6625,0,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
351,23.0,9.225,0,0,0,3,0,False,True,False,False,False,1,1,2.3248357019288655
352,28.0,35.0,0,0,0,1,0,False,True,False,False,False,1,1,3.58351893845611
353,15.0,7.2292,0,1,1,3,0,False,False,False,False,True,3,0,2.1076888046179385
354,25.0,17.8,0,1,0,3,0,False,True,False,False,False,2,0,2.9338568698359038
355,28.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
356,28.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
357,22.0,55.0,1,0,1,1,1,False,True,False,False,False,2,0,4.02535169073515
358,38.0,13.0,1,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
359,28.0,7.8792,1,0,0,3,1,True,False,False,False,False,1,1,2.1837114628556327
360,28.0,7.8792,1,0,0,3,1,True,False,False,False,False,1,1,2.1837114628556327
361,40.0,27.9,0,1,4,3,0,False,True,False,False,False,6,0,3.3638415951183864
362,29.0,27.7208,0,1,0,2,0,False,False,False,False,False,2,0,3.357621598945279
363,45.0,14.4542,1,0,1,3,0,False,False,False,False,False,2,0,2.737880811060884
364,35.0,7.05,0,0,0,3,0,False,True,False,False,False,1,1,2.0856720914304723
365,28.0,15.5,0,1,0,3,0,True,False,False,False,False,2,0,2.803360380906535
366,30.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
367,60.0,75.25,1,1,0,1,1,False,False,False,True,False,2,0,4.334017415487521
368,28.0,7.2292,1,0,0,3,1,False,False,False,False,False,1,1,2.1076888046179385
369,28.0,7.75,1,0,0,3,1,True,False,False,False,False,1,1,2.169053700369523
370,24.0,69.3,1,0,0,1,1,False,False,False,False,False,1,1,4.252771798816619
371,25.0,55.4417,0,1,0,1,1,False,False,False,False,False,2,0,4.0332082470129285
372,18.0,6.4958,0,1,0,3,0,False,True,False,False,False,2,0,2.0143428636837015
373,19.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
374,22.0,135.6333,0,0,0,1,0,False,False,False,False,False,1,1,4.91730069488021
375,3.0,21.075,1,3,1,3,0,False,True,True,False,False,5,0,3.0944457464900235
376,28.0,82.1708,1,1,0,1,1,False,False,False,False,False,2,0,4.420896324687287
377,22.0,7.25,1,0,0,3,1,False,True,False,False,False,1,1,2.1102132003465894
378,27.0,211.5,0,0,2,1,0,False,False,False,False,False,3,0,5.358941988364472
379,20.0,4.0125,0,0,0,3,0,False,False,False,False,False,1,1,1.6119347926326877
380,19.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
381,42.0,227.525,1,0,0,1,1,False,False,False,False,False,1,1,5.4316456135398825
382,1.0,15.7417,1,0,2,3,1,False,False,True,False,False,3,0,2.817902613071225
383,32.0,7.925,0,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
384,35.0,52.0,1,1,0,1,1,False,True,False,False,False,2,0,3.970291913552122
385,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
386,18.0,73.5,0,0,0,2,0,False,True,False,False,False,1,1,4.310799125385514
387,1.0,46.9,0,5,2,3,0,False,True,True,False,False,8,0,3.8691155044168695
388,36.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
389,28.0,7.7292,0,0,0,3,0,True,False,False,False,False,1,1,2.1666737276227077
390,17.0,12.0,1,0,0,2,1,False,False,False,False,True,1,1,2.5649493574615367
391,36.0,120.0,0,1,2,1,1,False,True,False,False,False,4,0,4.795790545596741
392,21.0,7.7958,0,0,0,3,1,False,True,False,False,False,1,1,2.174274334826008
393,28.0,7.925,0,2,0,3,0,False,True,False,False,False,3,0,2.188856327665703
394,23.0,113.275,1,1,0,1,1,False,False,False,False,False,2,0,4.738607824217808
395,24.0,16.7,1,0,2,3,1,False,True,False,False,False,3,0,2.8735646395797834
396,22.0,7.7958,0,0,0,3,0,False,True,False,False,False,1,1,2.174274334826008
397,31.0,7.8542,1,0,0,3,0,False,True,False,False,False,1,1,2.180891922715322
398,46.0,26.0,0,0,0,2,0,False,True,False,False,False,1,1,3.295836866004329
399,23.0,10.5,0,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
400,28.0,12.65,1,0,0,2,1,False,True,False,False,False,1,1,2.613739521630969
401,39.0,7.925,0,0,0,3,1,False,True,False,False,False,1,1,2.188856327665703
402,26.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
403,21.0,9.825,1,1,0,3,0,False,True,False,False,False,2,0,2.3818582738885534
404,28.0,15.85,0,1,0,3,0,False,True,False,False,False,2,0,2.8243506567983707
405,20.0,8.6625,1,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
406,34.0,21.0,0,1,0,2,0,False,True,False,False,False,2,0,3.091042453358316
407,51.0,7.75,0,0,0,3,0,False,True,False,False,False,1,1,2.169053700369523
408,3.0,18.75,0,1,1,2,1,False,True,True,False,False,3,0,2.9831534913471307
409,21.0,7.775,0,0,0,3,0,False,True,False,False,False,1,1,2.1719067693519296
410,28.0,25.4667,1,3,1,3,0,False,True,False,False,False,5,0,3.275887339030031
411,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
412,28.0,6.8583,0,0,0,3,0,True,False,False,False,False,1,1,2.061570298060867
413,33.0,90.0,1,1,0,1,1,True,False,False,False,False,2,0,4.51085950651685
414,28.0,0.0,0,0,0,2,0,False,True,False,False,False,1,1,0.0
415,44.0,7.925,0,0,0,3,1,False,True,False,False,False,1,1,2.188856327665703
416,28.0,8.05,1,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
417,34.0,32.5,1,1,1,2,1,False,True,False,False,False,3,0,3.5115454388310208
418,18.0,13.0,1,0,2,2,1,False,True,False,False,False,3,0,2.6390573296152584
419,30.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
420,10.0,24.15,1,0,2,3,0,False,True,True,False,False,3,0,3.224857896545748
421,28.0,7.8958,0,0,0,3,0,False,False,False,False,False,1,1,2.1855792552411137
422,21.0,7.7333,0,0,0,3,0,True,False,False,False,False,1,1,2.167143305297764
423,29.0,7.875,0,0,0,3,0,False,True,False,False,False,1,1,2.1832383353614797
424,28.0,14.4,1,1,1,3,0,False,True,False,False,False,3,0,2.7343675094195836
425,18.0,20.2125,0,1,1,3,0,False,True,False,False,False,3,0,3.0545906305603445
426,28.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
427,28.0,26.0,1,1,0,2,1,False,True,False,False,False,2,0,3.295836866004329
428,19.0,26.0,1,0,0,2,1,False,True,False,False,False,1,1,3.295836866004329
429,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
430,32.0,8.05,0,0,0,3,1,False,True,False,False,False,1,1,2.2027647577118348
431,28.0,26.55,0,0,0,1,1,False,True,False,False,False,1,1,3.3160025355989236
432,28.0,16.1,1,1,0,3,1,False,True,False,False,False,2,0,2.8390784635086144
433,42.0,26.0,1,1,0,2,1,False,True,False,False,False,2,0,3.295836866004329
434,17.0,7.125,0,0,0,3,0,False,True,False,False,True,1,1,2.094945728215801
435,50.0,55.9,0,1,0,1,0,False,True,False,False,False,2,0,4.041295341132285
436,14.0,120.0,1,1,2,1,1,False,True,False,False,True,4,0,4.795790545596741
437,21.0,34.375,1,2,2,3,0,False,True,False,False,False,5,0,3.5660053559634015
438,24.0,18.75,1,2,3,2,1,False,True,False,False,False,6,0,2.9831534913471307
439,64.0,263.0,0,1,4,1,0,False,True,False,True,False,6,0,5.575949103146316
440,31.0,10.5,0,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
441,45.0,26.25,1,1,1,2,1,False,True,False,False,False,3,0,3.305053521109253
442,20.0,9.5,0,0,0,3,0,False,True,False,False,False,1,1,2.3513752571634776
443,25.0,7.775,0,1,0,3,0,False,True,False,False,False,2,0,2.1719067693519296
444,28.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
445,28.0,8.1125,0,0,0,3,1,False,True,False,False,False,1,1,2.2096470973347766
446,4.0,81.8583,0,0,2,1,1,False,True,True,False,False,3,0,4.417131919904876
447,13.0,19.5,1,0,1,2,1,False,True,False,False,True,2,0,3.0204248861443626
448,34.0,26.55,0,0,0,1,1,False,True,False,False,False,1,1,3.3160025355989236
449,5.0,19.2583,1,2,1,3,1,False,False,True,False,False,4,0,3.0085645861193133
450,52.0,30.5,0,0,0,1,1,False,True,False,False,False,1,1,3.449987545831587
451,36.0,27.75,0,1,2,2,0,False,True,False,False,False,4,0,3.3586377672433594
452,28.0,19.9667,0,1,0,3,0,False,True,False,False,False,2,0,3.0429354648621407
453,30.0,27.75,0,0,0,1,0,False,False,False,False,False,1,1,3.3586377672433594
454,49.0,89.1042,0,1,0,1,1,False,False,False,False,False,2,0,4.500966778400217
455,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
456,29.0,7.8958,0,0,0,3,1,False,False,False,False,False,1,1,2.1855792552411137
457,65.0,26.55,0,0,0,1,0,False,True,False,True,False,1,1,3.3160025355989236
458,28.0,51.8625,1,1,0,1,1,False,True,False,False,False,2,0,3.967694202798607
459,50.0,10.5,1,0,0,2,1,False,True,False,False,False,1,1,2.4423470353692043
460,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
461,48.0,26.55,0,0,0,1,1,False,True,False,False,False,1,1,3.3160025355989236
462,34.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
463,47.0,38.5,0,0,0,1,0,False,True,False,False,False,1,1,3.676300671907076
464,48.0,13.0,0,0,0,2,0,False,True,False,False,False,1,1,2.6390573296152584
465,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
466,38.0,7.05,0,0,0,3,0,False,True,False,False,False,1,1,2.0856720914304723
467,28.0,0.0,0,0,0,2,0,False,True,False,False,False,1,1,0.0
468,56.0,26.55,0,0,0,1,0,False,True,False,False,False,1,1,3.3160025355989236
469,28.0,7.725,0,0,0,3,0,True,False,False,False,False,1,1,2.1661924680884908
470,0.75,19.2583,1,2,1,3,1,False,False,True,False,False,4,0,3.0085645861193133
471,28.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
472,38.0,8.6625,0,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
473,33.0,27.75,1,1,2,2,1,False,True,False,False,False,4,0,3.3586377672433594
474,23.0,13.7917,1,0,0,2,1,False,False,False,False,False,1,1,2.694066212646058
475,22.0,9.8375,1,0,0,3,0,False,True,False,False,False,1,1,2.3830123421066602
476,28.0,52.0,0,0,0,1,0,False,True,False,False,False,1,1,3.970291913552122
477,34.0,21.0,0,1,0,2,0,False,True,False,False,False,2,0,3.091042453358316
478,29.0,7.0458,0,1,0,3,0,False,True,False,False,False,2,0,2.0851502161468174
479,22.0,7.5208,0,0,0,3,0,False,True,False,False,False,1,1,2.142510233146819
480,2.0,12.2875,1,0,1,3,1,False,True,True,False,False,2,0,2.586823743668066
481,9.0,46.9,0,5,2,3,0,False,True,True,False,False,8,0,3.8691155044168695
482,28.0,0.0,0,0,0,2,0,False,True,False,False,False,1,1,0.0
483,50.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
484,63.0,9.5875,1,0,0,3,1,False,True,False,True,False,1,1,2.3596740599781727
485,25.0,91.0792,0,1,0,1,1,False,False,False,False,False,2,0,4.5226490762785785
486,28.0,25.4667,1,3,1,3,0,False,True,False,False,False,5,0,3.275887339030031
487,35.0,90.0,1,1,0,1,1,False,True,False,False,False,2,0,4.51085950651685
488,58.0,29.7,0,0,0,1,0,False,False,False,False,False,1,1,3.4242626545931514
489,30.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
490,9.0,15.9,0,1,1,3,1,False,True,True,False,False,3,0,2.8273136219290276
491,28.0,19.9667,0,1,0,3,0,False,True,False,False,False,2,0,3.0429354648621407
492,21.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
493,55.0,30.5,0,0,0,1,0,False,True,False,False,False,1,1,3.449987545831587
494,71.0,49.5042,0,0,0,1,0,False,False,False,True,False,1,1,3.922056501139853
495,21.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
496,28.0,14.4583,0,0,0,3,0,False,False,False,False,False,1,1,2.738146075922933
497,54.0,78.2667,1,1,0,1,1,False,False,False,False,False,2,0,4.37281811610993
498,28.0,15.1,0,0,0,3,0,False,True,False,False,False,1,1,2.7788192719904172
499,25.0,151.55,1,1,2,1,0,False,True,False,False,False,4,0,5.027492411162679
500,24.0,7.7958,0,0,0,3,0,False,True,False,False,False,1,1,2.174274334826008
501,17.0,8.6625,0,0,0,3,0,False,True,False,False,True,1,1,2.2682524139135403
502,21.0,7.75,1,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
503,28.0,7.6292,1,0,0,3,0,True,False,False,False,False,1,1,2.155151800914312
504,37.0,9.5875,1,0,0,3,0,False,True,False,False,False,1,1,2.3596740599781727
505,16.0,86.5,1,0,0,1,1,False,True,False,False,True,1,1,4.471638793363569
506,18.0,108.9,0,1,0,1,0,False,False,False,False,False,2,0,4.699570861409576
507,33.0,26.0,1,0,2,2,1,False,True,False,False,False,3,0,3.295836866004329
508,28.0,26.55,0,0,0,1,1,False,True,False,False,False,1,1,3.3160025355989236
509,28.0,22.525,0,0,0,3,0,False,True,False,False,False,1,1,3.1580636854714434
510,26.0,56.4958,0,0,0,3,1,False,True,False,False,False,1,1,4.05171190165724
511,29.0,7.75,0,0,0,3,1,True,False,False,False,False,1,1,2.169053700369523
512,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
513,36.0,26.2875,0,0,0,1,1,False,True,False,False,False,1,1,3.3064287218760624
514,54.0,59.4,1,1,0,1,1,False,False,False,False,False,2,0,4.100989104940769
515,24.0,7.4958,0,0,0,3,0,False,True,False,False,False,1,1,2.139571923732859
516,47.0,34.0208,0,0,0,1,0,False,True,False,False,False,1,1,3.5559421706858756
517,34.0,10.5,1,0,0,2,1,False,True,False,False,False,1,1,2.4423470353692043
518,28.0,24.15,0,0,0,3,0,True,False,False,False,False,1,1,3.224857896545748
519,36.0,26.0,1,1,0,2,1,False,True,False,False,False,2,0,3.295836866004329
520,32.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
521,30.0,93.5,1,0,0,1,1,False,True,False,False,False,1,1,4.548599834499697
522,22.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
523,28.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
524,44.0,57.9792,1,0,1,1,1,False,False,False,False,False,2,0,4.077184839375167
525,28.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
526,40.5,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
527,50.0,10.5,1,0,0,2,1,False,True,False,False,False,1,1,2.4423470353692043
528,28.0,221.7792,0,0,0,1,0,False,True,False,False,False,1,1,5.406181146423973
529,39.0,7.925,0,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
530,23.0,11.5,0,2,1,2,0,False,True,False,False,False,4,0,2.5257286443082556
531,2.0,26.0,1,1,1,2,1,False,True,True,False,False,3,0,3.295836866004329
532,28.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
533,17.0,7.2292,0,1,1,3,0,False,False,False,False,True,3,0,2.1076888046179385
534,28.0,22.3583,1,0,2,3,1,False,False,False,False,False,3,0,3.1509523813392697
535,30.0,8.6625,1,0,0,3,0,False,True,False,False,False,1,1,2.2682524139135403
536,7.0,26.25,1,0,2,2,1,False,True,True,False,False,3,0,3.305053521109253
537,45.0,26.55,0,0,0,1,0,False,True,False,False,False,1,1,3.3160025355989236
538,30.0,106.425,1,0,0,1,1,False,False,False,False,False,1,1,4.676792929661059
539,28.0,14.5,0,0,0,3,0,False,True,False,False,False,1,1,2.740840023925201
540,22.0,49.5,1,0,2,1,1,False,False,False,False,False,3,0,3.9219733362813143
541,36.0,71.0,1,0,2,1,1,False,True,False,False,False,3,0,4.276666119016055
542,9.0,31.275,1,4,2,3,0,False,True,True,False,False,7,0,3.4742929367327062
543,11.0,31.275,1,4,2,3,0,False,True,True,False,False,7,0,3.4742929367327062
544,32.0,26.0,0,1,0,2,1,False,True,False,False,False,2,0,3.295836866004329
545,50.0,106.425,0,1,0,1,0,False,False,False,False,False,2,0,4.676792929661059
546,64.0,26.0,0,0,0,1,0,False,True,False,True,False,1,1,3.295836866004329
547,19.0,26.0,1,1,0,2,1,False,True,False,False,False,2,0,3.295836866004329
548,28.0,13.8625,0,0,0,2,1,False,False,False,False,False,1,1,2.6988412620169004
549,33.0,20.525,0,1,1,3,0,False,True,False,False,False,3,0,3.0692150503137943
550,8.0,36.75,0,1,1,2,1,False,True,True,False,False,3,0,3.6309854756950335
551,17.0,110.8833,0,0,2,1,1,False,False,False,False,True,3,0,4.717456363787216
552,27.0,26.0,0,0,0,2,0,False,True,False,False,False,1,1,3.295836866004329
553,28.0,7.8292,0,0,0,3,0,True,False,False,False,False,1,1,2.17806441028492
554,22.0,7.225,0,0,0,3,1,False,False,False,False,False,1,1,2.1071782966514356
555,22.0,7.775,1,0,0,3,1,False,True,False,False,False,1,1,2.1719067693519296
556,62.0,26.55,0,0,0,1,0,False,True,False,True,False,1,1,3.3160025355989236
557,48.0,39.6,1,1,0,1,1,False,False,False,False,False,2,0,3.703768066607687
558,28.0,227.525,0,0,0,1,0,False,False,False,False,False,1,1,5.4316456135398825
559,39.0,79.65,1,1,1,1,1,False,True,False,False,False,3,0,4.390118804571218
560,36.0,17.4,1,1,0,3,1,False,True,False,False,False,2,0,2.91235066461494
561,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
562,40.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
563,28.0,13.5,0,0,0,2,0,False,True,False,False,False,1,1,2.6741486494265287
564,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
565,28.0,8.05,1,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
566,24.0,24.15,0,2,0,3,0,False,True,False,False,False,3,0,3.224857896545748
567,19.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
568,29.0,21.075,1,0,4,3,0,False,True,False,False,False,5,0,3.0944457464900235
569,28.0,7.2292,0,0,0,3,0,False,False,False,False,False,1,1,2.1076888046179385
570,32.0,7.8542,0,0,0,3,1,False,True,False,False,False,1,1,2.180891922715322
571,62.0,10.5,0,0,0,2,1,False,True,False,True,False,1,1,2.4423470353692043
572,53.0,51.4792,1,2,0,1,1,False,True,False,False,False,3,0,3.960416900617205
573,36.0,26.3875,0,0,0,1,1,False,True,False,False,False,1,1,3.3100867049215847
574,28.0,7.75,1,0,0,3,1,True,False,False,False,False,1,1,2.169053700369523
575,16.0,8.05,0,0,0,3,0,False,True,False,False,True,1,1,2.2027647577118348
576,19.0,14.5,0,0,0,3,0,False,True,False,False,False,1,1,2.740840023925201
577,34.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
578,39.0,55.9,1,1,0,1,1,False,True,False,False,False,2,0,4.041295341132285
579,28.0,14.4583,1,1,0,3,0,False,False,False,False,False,2,0,2.738146075922933
580,32.0,7.925,0,0,0,3,1,False,True,False,False,False,1,1,2.188856327665703
581,25.0,30.0,1,1,1,2,1,False,True,False,False,False,3,0,3.4339872044851463
582,39.0,110.8833,1,1,1,1,1,False,False,False,False,False,3,0,4.717456363787216
583,54.0,26.0,0,0,0,2,0,False,True,False,False,False,1,1,3.295836866004329
584,36.0,40.125,0,0,0,1,0,False,False,False,False,False,1,1,3.716616209085536
585,28.0,8.7125,0,0,0,3,0,False,False,False,False,False,1,1,2.2734137156937657
586,18.0,79.65,1,0,2,1,1,False,True,False,False,False,3,0,4.390118804571218
587,47.0,15.0,0,0,0,2,0,False,True,False,False,False,1,1,2.772588722239781
588,60.0,79.2,0,1,1,1,1,False,False,False,True,False,3,0,4.384523514872469
589,22.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
590,28.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
591,35.0,7.125,0,0,0,3,0,False,True,False,False,False,1,1,2.094945728215801
592,52.0,78.2667,1,1,0,1,1,False,False,False,False,False,2,0,4.37281811610993
593,47.0,7.25,0,0,0,3,0,False,True,False,False,False,1,1,2.1102132003465894
594,28.0,7.75,1,0,2,3,0,True,False,False,False,False,3,0,2.169053700369523
595,37.0,26.0,0,1,0,2,0,False,True,False,False,False,2,0,3.295836866004329
596,36.0,24.15,0,1,1,3,0,False,True,False,False,False,3,0,3.224857896545748
597,28.0,33.0,1,0,0,2,1,False,True,False,False,False,1,1,3.5263605246161616
598,49.0,0.0,0,0,0,3,0,False,True,False,False,False,1,1,0.0
599,28.0,7.225,0,0,0,3,0,False,False,False,False,False,1,1,2.1071782966514356
600,49.0,56.9292,0,1,0,1,1,False,False,False,False,False,2,0,4.0592215752427645
601,24.0,27.0,1,2,1,2,1,False,True,False,False,False,4,0,3.332204510175204
602,28.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
603,28.0,42.4,0,0,0,1,0,False,True,False,False,False,1,1,3.770459441106359
604,44.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
605,35.0,26.55,0,0,0,1,1,False,False,False,False,False,1,1,3.3160025355989236
606,36.0,15.55,0,1,0,3,0,False,True,False,False,False,2,0,2.806386101823072
607,30.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
608,27.0,30.5,0,0,0,1,1,False,True,False,False,False,1,1,3.449987545831587
609,22.0,41.5792,1,1,2,2,1,False,False,False,False,False,4,0,3.7513658711253766
610,40.0,153.4625,1,0,0,1,1,False,True,False,False,False,1,1,5.039951348430309
611,39.0,31.275,1,1,5,3,0,False,True,False,False,False,7,0,3.4742929367327062
612,28.0,7.05,0,0,0,3,0,False,True,False,False,False,1,1,2.0856720914304723
613,28.0,15.5,1,1,0,3,1,True,False,False,False,False,2,0,2.803360380906535
614,28.0,7.75,0,0,0,3,0,True,False,False,False,False,1,1,2.169053700369523
615,35.0,8.05,0,0,0,3,0,False,True,False,False,False,1,1,2.2027647577118348
616,24.0,65.0,1,1,2,2,1,False,True,False,False,False,4,0,4.189654742026425
617,34.0,14.4,0,1,1,3,0,False,True,False,False,False,3,0,2.7343675094195836
618,26.0,16.1,1,1,0,3,0,False,True,False,False,False,2,0,2.8390784635086144
619,4.0,39.0,1,2,1,2,1,False,True,True,False,False,4,0,3.6888794541139363
620,26.0,10.5,0,0,0,2,0,False,True,False,False,False,1,1,2.4423470353692043
621,27.0,14.4542,0,1,0,3,0,False,False,False,False,False,2,0,2.737880811060884
622,42.0,52.5542,0,1,0,1,1,False,True,False,False,False,2,0,3.9806942251907276
623,20.0,15.7417,0,1,1,3,1,False,False,False,False,False,3,0,2.817902613071225
624,21.0,7.8542,0,0,0,3,0,False,True,False,False,False,1,1,2.180891922715322
625,21.0,16.1,0,0,0,3,0,False,True,False,False,False,1,1,2.8390784635086144
626,61.0,32.3208,0,0,0,1,0,False,True,False,True,False,1,1,3.5061818266142577
627,57.0,12.35,0,0,0,2,0,True,False,False,False,False,1,1,2.5915163848462583
628,21.0,77.9583,1,0,0,1,1,False,True,False,False,False,1,1,4.368919865004903
629,26.0,7.8958,0,0,0,3,0,False,True,False,False,False,1,1,2.1855792552411137
630,28.0,7.7333,0,0,0,3,0,True,False,False,False,False,1,1,2.167143305297764
631,80.0,30.0,0,0,0,1,1,False,True,False,True,False,1,1,3.4339872044851463
632,51.0,7.0542,0,0,0,3,0,False,True,False,False,False,1,1,2.086193694502369
633,32.0,30.5,0,0,0,1,1,False,False,False,False,False,1,1,3.449987545831587
634,28.0,0.0,0,0,0,1,0,False,True,False,False,False,1,1,0.0
635,9.0,27.9,1,3,2,3,0,False,True,True,False,False,6,0,3.3638415951183864
636,28.0,13.0,1,0,0,2,1,False,True,False,False,False,1,1,2.6390573296152584
637,32.0,7.925,0,0,0,3,0,False,True,False,False,False,1,1,2.188856327665703
638,31.0,26.25,0,1,1,2,0,False,True,False,False,False,3,0,3.305053521109253
639,41.0,39.6875,1,0,5,3,0,False,True,False,False,False,6,0,3.705920919968788
640,28.0,16.1,0,1,0,3,0,False,True,False,False,False,2,0,2.8390784635086144
641,20.0,7.8542,0,0,0,3,0,False,True,False,False,False,1,1,2.180891922715322
642,24.0,69.3,1,0,0,1,1,False,False,False,False,False,1,1,4.252771798816619
643,2.0,27.9,1,3,2,3,0,False,True,True,False,False,6,0,3.3638415951183864
644,28.0,56.4958,0,0,0,3,1,False,True,False,False,False,1,1,4.05171190165724
645,0.75,19.2583,1,2,1,3,1,False,False,True,False,False,4,0,3.0085645861193133
646,48.0,76.7292,0,1,0,1,1,False,False,False,False,False,2,0,4.353230991152628
